obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""1680.638988R""","=""""","=""""","=""5948.49299""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[108772.34157]""","=""4p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1680.639682R""","=""""","=""""","=""5948.49053""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108772.34355]""","=""4s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1680.640304R""","=""""","=""""","=""5948.48833""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108772.34135]""","=""4s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""1680.651""","=""0.003""","=""1680.6538""","=""0.0017""","=""-0.003""","=""5948.450""","=""1600""","=""2.5565e-04""","=""8.1908e-03""","=""1.4505e+01""","=""-0.58152""",AAA,"=""102823.904""","=""108772.3445""","=""4""","=""""","=""""","=""11""","=""""","=""""",32,242,,"=""T8637""","=""L7421""",
"=""""","=""""","=""1680.651147R""","=""""","=""""","=""5948.44995""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108772.344270]""","=""4p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""1680.651331R""","=""""","=""""","=""5948.44930""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108772.34355]""","=""4d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1680.651354R""","=""""","=""""","=""5948.44922""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108772.343536]""","=""4p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1680.651909R""","=""""","=""""","=""5948.44725""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108772.34157]""","=""4p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1680.651953R""","=""""","=""""","=""5948.44710""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108772.34135]""","=""4d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1680.7R""","=""""","=""""","=""5948.43478""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[108772.344270]""","=""4f""","=""2F*""","=""5/2""","=""11d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""1680.655636R""","=""""","=""""","=""5948.43406""","=""""","=""""","=""""","=""""","=""""",,"=""102823.9094871""","=""[108772.34355]""","=""4d""","=""2D""","=""5/2""","=""11p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1680.7R""","=""""","=""""","=""5948.43405""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[108772.343536]""","=""4f""","=""2F*""","=""5/2""","=""11d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1680.657581R""","=""""","=""""","=""5948.42718""","=""""","=""""","=""""","=""""","=""""",,"=""102823.917091""","=""[108772.344270]""","=""4f""","=""2F*""","=""7/2""","=""11d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""1736.196266R""","=""""","=""""","=""5758.14484""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[108581.9934250]""","=""4p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1736.197058R""","=""""","=""""","=""5758.14222""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[108581.99080]""","=""4p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1736.197600R""","=""""","=""""","=""5758.14042""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108581.99344]""","=""4s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1736.198484R""","=""""","=""""","=""5758.13749""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108581.99051]""","=""4s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1736.209762R""","=""""","=""""","=""5758.10008""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""108581.9944009""","=""4p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""1736.210032R""","=""""","=""""","=""5758.09919""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108581.99344]""","=""4d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1736.210056R""","=""""","=""""","=""5758.09911""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108581.9934250]""","=""4p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1736.210848R""","=""""","=""""","=""5758.09648""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108581.99080]""","=""4p""","=""2P*""","=""3/2""","=""10s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1736.210915R""","=""""","=""""","=""5758.09626""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108581.99051]""","=""4d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""1736.2143""","=""0.0021""","=""1736.2127""","=""0.0018""","=""0.0016""","=""5758.085""","=""3100""","=""4.2347e-04""","=""1.1966e-02""","=""2.1892e+01""","=""-0.41689""",AAA,"=""102823.904""","=""108581.9945""","=""4""","=""""","=""""","=""10""","=""""","=""""",32,200,,"=""T8637""","=""L7421""",
"=""""","=""""","=""1736.2R""","=""""","=""""","=""5758.08491""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""108581.9944009""","=""4f""","=""2F*""","=""5/2""","=""10d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""1736.214626R""","=""""","=""""","=""5758.08395""","=""""","=""""","=""""","=""""","=""""",,"=""102823.9094871""","=""[108581.99344]""","=""4d""","=""2D""","=""5/2""","=""10p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1736.2R""","=""""","=""""","=""5758.08393""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[108581.9934250]""","=""4f""","=""2F*""","=""5/2""","=""10d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1736.216629R""","=""""","=""""","=""5758.07731""","=""""","=""""","=""""","=""""","=""""",,"=""102823.917091""","=""108581.9944009""","=""4f""","=""2F*""","=""7/2""","=""10d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""1817.396136R""","=""""","=""""","=""5500.87558""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[108324.724162]""","=""4p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1817.397329R""","=""""","=""""","=""5500.87197""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[108324.72055]""","=""4p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1817.397596R""","=""""","=""""","=""5500.87116""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108324.72418]""","=""4s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1817.398925R""","=""""","=""""","=""5500.86714""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[108324.72016]""","=""4s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1817.410804R""","=""""","=""""","=""5500.83118""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108324.725501]""","=""4p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""1817.411218R""","=""""","=""""","=""5500.82993""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108324.72418]""","=""4d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1817.411246R""","=""""","=""""","=""5500.82984""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108324.724162]""","=""4p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1817.412439R""","=""""","=""""","=""5500.82623""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[108324.72055]""","=""4p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1817.412546R""","=""""","=""""","=""5500.82591""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[108324.72016]""","=""4d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1817.4R""","=""""","=""""","=""5500.81601""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[108324.725501]""","=""4f""","=""2F*""","=""5/2""","=""9d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""1817.416252R""","=""""","=""""","=""5500.81469""","=""""","=""""","=""""","=""""","=""""",,"=""102823.9094871""","=""[108324.72418]""","=""4d""","=""2D""","=""5/2""","=""9p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1817.4R""","=""""","=""""","=""5500.81467""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[108324.724162]""","=""4f""","=""2F*""","=""5/2""","=""9d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1817.418328R""","=""""","=""""","=""5500.80841""","=""""","=""""","=""""","=""""","=""""",,"=""102823.917091""","=""[108324.725501]""","=""4f""","=""2F*""","=""7/2""","=""9d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""1817.424""","=""0.004""","=""1817.4141""","=""0.0020""","=""0.010""","=""5500.790""","=""2800""","=""7.4593e-04""","=""1.8708e-02""","=""3.5826e+01""","=""-0.22283""",AAA,"=""102823.904""","=""108324.7253""","=""4""","=""""","=""""","=""9""","=""""","=""""",32,162,,"=""T8637""","=""L7421c31""",
"=""""","=""""","=""1875.068381""","=""0.000010""","=""""","=""5331.68305""","=""""","=""5.8647e-02""","=""6.1859e-01""","=""7.6392e+01""","=""0.09243""",AAA,"=""97492.211200""","=""102823.894250""","=""3p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""1875.072050""","=""0.000010""","=""""","=""5331.67262""","=""""","=""3.0650e-02""","=""3.2329e-01""","=""3.9924e+01""","=""-0.18938""",AAA,"=""97492.221701""","=""102823.8943175""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""1875.082881""","=""0.000010""","=""""","=""5331.64182""","=""""","=""6.1182e-03""","=""3.2267e-02""","=""3.9848e+00""","=""-1.19021""",AAA,"=""97492.211200""","=""102823.8530211""","=""3p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""1875.088135""","=""0.000010""","=""""","=""5331.62688""","=""""","=""3.0652e-02""","=""1.6166e-01""","=""1.9964e+01""","=""-0.49038""",AAA,"=""97492.221701""","=""102823.8485825""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""1875.101086""","=""0.000020""","=""""","=""5331.59006""","=""""","=""1.2869e-01""","=""1.0181e+00""","=""2.5145e+02""","=""0.60984""",AAA,"=""97492.319433""","=""102823.90949""","=""3d""","=""2D""","=""3/2""","=""4f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""1875.101149""","=""0.000010""","=""""","=""5331.58988""","=""""","=""7.0376e-02""","=""5.5675e-01""","=""1.3751e+02""","=""0.34772""",AAA,"=""97492.319611""","=""102823.9094871""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""1875.106422""","=""0.000012""","=""""","=""5331.57488""","=""""","=""3.4754e-04""","=""1.8330e-03""","=""4.5272e-01""","=""-2.13479""",AAA,"=""97492.319433""","=""102823.8943175""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""1875.106508""","=""0.000010""","=""""","=""5331.57464""","=""""","=""1.1729e-02""","=""6.1860e-02""","=""1.5279e+01""","=""-0.60653""",AAA,"=""97492.319611""","=""102823.894250""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""1875.111120""","=""0.000011""","=""""","=""5331.56152""","=""""","=""1.3788e-01""","=""9.6959e-01""","=""3.5922e+02""","=""0.76474""",AAA,"=""97492.355566""","=""102823.917091""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""""","=""1875.113794""","=""0.000020""","=""""","=""5331.55392""","=""""","=""9.1919e-03""","=""4.8479e-02""","=""1.7961e+01""","=""-0.53629""",AAA,"=""97492.355566""","=""102823.90949""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""""","=""1875.119130""","=""0.000010""","=""""","=""5331.53875""","=""""","=""3.1280e-03""","=""1.0998e-02""","=""4.0748e+00""","=""-1.18052""",AAA,"=""97492.355566""","=""102823.8943175""","=""3d""","=""2D""","=""5/2""","=""4p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""""","=""1875.121008""","=""0.000010""","=""""","=""5331.53341""","=""""","=""1.2238e-02""","=""3.2273e-02""","=""7.9711e+00""","=""-0.88911""",AAA,"=""97492.319611""","=""102823.8530211""","=""3p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""1875.122507""","=""0.000012""","=""""","=""5331.52915""","=""""","=""3.4759e-03""","=""9.1662e-03""","=""2.2640e+00""","=""-1.43575""",AAA,"=""97492.319433""","=""102823.8485825""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""1875.13""","=""0.10""","=""1875.0976""","=""0.0025""","=""0.03""","=""5331.5""","=""(51000)""","=""8.9860e-02""","=""8.4254e-01""","=""9.3644e+02""","=""1.18086""",AAA,"=""97492.304""","=""102823.904""","=""3""","=""""","=""""","=""4""","=""""","=""""",18,32,,"=""T8637""","=""L4812""",
"=""""","=""""","=""1944.537927R""","=""""","=""""","=""5141.20628""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""107965.0548660""","=""4p""","=""2P*""","=""1/2""","=""8d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1944.539603R""","=""""","=""""","=""5141.20185""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[107965.0548753]""","=""4s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1944.539876R""","=""""","=""""","=""5141.20113""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""107965.0497145""","=""4p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1944.541765R""","=""""","=""""","=""5141.19614""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[107965.0491583]""","=""4s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1944.554505R""","=""""","=""""","=""5141.16245""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""107965.05677174""","=""4p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""1944.555197R""","=""""","=""""","=""5141.16063""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[107965.0548753]""","=""4d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1944.555226R""","=""""","=""""","=""5141.16055""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""107965.0548660""","=""4p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1944.557174R""","=""""","=""""","=""5141.15540""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""107965.0497145""","=""4p""","=""2P*""","=""3/2""","=""8s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1944.557359R""","=""""","=""""","=""5141.15491""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[107965.0491583]""","=""4d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1944.5582""","=""0.0023""","=""""","=""5141.153""","=""(4500)""","=""1.4242e-03""","=""3.2309e-02""","=""6.6201e+01""","=""0.01447""",AAA,"=""102823.904""","=""107965.0568""","=""4""","=""""","=""""","=""8""","=""""","=""""",32,128,,"=""T8637""","=""""",
"=""""","=""""","=""1944.6R""","=""""","=""""","=""5141.14728""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""107965.05677174""","=""4f""","=""2F*""","=""5/2""","=""8d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""1944.560960R""","=""""","=""""","=""5141.14539""","=""""","=""""","=""""","=""""","=""""",,"=""102823.9094871""","=""[107965.0548753]""","=""4d""","=""2D""","=""5/2""","=""8p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1944.6R""","=""""","=""""","=""5141.14538""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""107965.0548660""","=""4f""","=""2F*""","=""5/2""","=""8d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""1944.563119R""","=""""","=""""","=""5141.13968""","=""""","=""""","=""""","=""""","=""""",,"=""102823.917091""","=""107965.05677174""","=""4f""","=""2F*""","=""7/2""","=""8d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.598439""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[107440.447022]""","=""4p""","=""2P*""","=""1/2""","=""7d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.59401""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[107440.44703]""","=""4s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.59075""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8485825""","=""[107440.43933]""","=""4p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.58548""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8530211""","=""[107440.43850]""","=""4s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.555548""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[107440.449866]""","=""4p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""2166.1178""","=""0.0023""","=""2166.121""","=""0.003""","=""-0.003""","=""4616.554""","=""8000""","=""3.0415e-03""","=""6.5521e-02""","=""1.4952e+02""","=""0.32153""",AAA,"=""102823.904""","=""107440.4508""","=""4""","=""""","=""""","=""7""","=""""","=""""",32,98,,"=""T8637""","=""L7421""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.55278""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[107440.44703]""","=""4d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.552704""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[107440.447022]""","=""4p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.54501""","=""""","=""""","=""""","=""""","=""""",,"=""102823.8943175""","=""[107440.43933]""","=""4p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.54425""","=""""","=""""","=""""","=""""","=""""",,"=""102823.894250""","=""[107440.43850]""","=""4d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.54038""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[107440.449866]""","=""4f""","=""2F*""","=""5/2""","=""7d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.53754""","=""""","=""""","=""""","=""""","=""""",,"=""102823.9094871""","=""[107440.44703]""","=""4d""","=""2D""","=""5/2""","=""7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.53753""","=""""","=""""","=""""","=""""","=""""",,"=""102823.90949""","=""[107440.447022]""","=""4f""","=""2F*""","=""5/2""","=""7d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2166.1R""","=""""","=""""","=""4616.53277""","=""""","=""""","=""""","=""""","=""""",,"=""102823.917091""","=""[107440.449866]""","=""4f""","=""2F*""","=""7/2""","=""7d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""2431.362""","=""0.003""","=""""","=""4112.921""","=""""","=""9.7511e-06""","=""1.3825e-03""","=""5.5327e+00""","=""-1.16036""",AAA,"=""105291.657""","=""[109404.5776]""","=""5""","=""""","=""""","=""20""","=""""","=""""",50,800,,"=""T8637""","=""""",
"=""""","=""""","=""2449.000""","=""0.003""","=""""","=""4083.298""","=""""","=""1.2683e-05""","=""1.6465e-03""","=""6.6371e+00""","=""-1.08446""",AAA,"=""105291.657""","=""[109374.9555]""","=""5""","=""""","=""""","=""19""","=""""","=""""",50,722,,"=""T8637""","=""""",
"=""""","=""""","=""2469.988""","=""0.003""","=""""","=""4048.603""","=""""","=""1.6747e-05""","=""1.9849e-03""","=""8.0694e+00""","=""-1.00330""",AAA,"=""105291.657""","=""[109340.2604]""","=""5""","=""""","=""""","=""18""","=""""","=""""",50,648,,"=""T8637""","=""""",
"=""""","=""""","=""2495.2545""","=""0.0025""","=""""","=""4007.607""","=""""","=""2.2490e-05""","=""2.4265e-03""","=""9.9656e+00""","=""-0.91606""",AAA,"=""105291.657""","=""[109299.2642]""","=""5""","=""""","=""""","=""17""","=""""","=""""",50,578,,"=""T8637""","=""""",
"=""""","=""""","=""2526.091""","=""0.004""","=""""","=""3958.686""","=""(400)""","=""3.0788e-05""","=""3.0156e-03""","=""1.2538e+01""","=""-0.82166""",AAA,"=""105291.657""","=""[109250.3433]""","=""5""","=""""","=""""","=""16""","=""""","=""""",50,512,,"=""T8637""","=""""",
"=""""","=""""","=""2564.327""","=""0.005""","=""""","=""3899.658""","=""(480)""","=""4.3084e-05""","=""3.8221e-03""","=""1.6132e+01""","=""-0.71873""",AAA,"=""105291.657""","=""[109191.3154]""","=""5""","=""""","=""""","=""15""","=""""","=""""",50,450,,"=""T8637""","=""""",
"=""""","=""""","=""2612.648""","=""0.004""","=""""","=""3827.535""","=""(580)""","=""6.1848e-05""","=""4.9613e-03""","=""2.1335e+01""","=""-0.60544""",AAA,"=""105291.657""","=""[109119.1917]""","=""5""","=""""","=""""","=""14""","=""""","=""""",50,392,,"=""T8637""","=""""",
"=""""","=""""","=""2625.8342639""","=""0.0000010""","=""""","=""3808.3134711""","=""""","=""7.1849e-03""","=""1.4854e-01""","=""2.5681e+01""","=""-0.52713""",AAA,"=""102823.8485825""","=""[106632.1620536]""","=""4p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8373091""","=""0.0000007""","=""""","=""3808.3090545""","=""""","=""4.4561e-03""","=""9.2125e-02""","=""1.5928e+01""","=""-0.73459""",AAA,"=""102823.8530211""","=""[106632.1620756]""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8426841""","=""0.0000006""","=""""","=""3808.3012591""","=""""","=""1.1942e-03""","=""1.2344e-02""","=""2.1343e+00""","=""-1.60750""",AAA,"=""102823.8485825""","=""106632.1498416""","=""4p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8466529""","=""0.0000007""","=""""","=""3808.2955031""","=""""","=""4.4563e-03""","=""4.6065e-02""","=""7.9642e+00""","=""-1.03560""",AAA,"=""102823.8530211""","=""[106632.1485242]""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""2625.862640""","=""0.000006""","=""""","=""3808.272318""","=""""","=""1.2012e-02""","=""1.8626e-01""","=""6.4404e+01""","=""-0.12783""",AAA,"=""102823.894250""","=""(106632.16656761)""","=""4d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
