obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""2625.8626846""","=""0.0000007""","=""""","=""3808.2722522""","=""""","=""8.6219e-03""","=""1.3369e-01""","=""4.6228e+01""","=""-0.27184""",AAA,"=""102823.8943175""","=""106632.1665697""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""2625.865737""","=""0.000006""","=""""","=""3808.267826""","=""""","=""9.4169e-05""","=""9.7344e-04""","=""3.3660e-01""","=""-2.40963""",AAA,"=""102823.894250""","=""[106632.1620756]""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8657986""","=""0.0000007""","=""""","=""3808.2677361""","=""""","=""1.4370e-03""","=""1.4855e-02""","=""5.1365e+00""","=""-1.22608""",AAA,"=""102823.8943175""","=""[106632.1620536]""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""2625.871""","=""0.021""","=""2625.868""","=""0.004""","=""0.003""","=""3808.26""","=""(9000)""","=""7.7110e-03""","=""1.7935e-01""","=""4.9613e+02""","=""0.75884""",AAA,"=""102823.904""","=""106632.1681""","=""4""","=""""","=""""","=""6""","=""""","=""""",32,72,,"=""T8637""","=""L7452""",
"=""""","=""""","=""2625.8715885""","=""0.0000007""","=""""","=""3808.2593390""","=""""","=""1.2870e-02""","=""1.7739e-01""","=""9.2007e+01""","=""0.02707""",AAA,"=""102823.9094871""","=""(106632.16882614)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""""","=""2625.87159""","=""0.00003""","=""""","=""3808.25933""","=""""","=""1.3238e-02""","=""1.8246e-01""","=""9.4638e+01""","=""0.03932""",AAA,"=""102823.90949""","=""(106632.16882188)""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8731458""","=""0.0000007""","=""""","=""3808.2570805""","=""""","=""8.5799e-04""","=""8.8693e-03""","=""4.6003e+00""","=""-1.27396""",AAA,"=""102823.9094871""","=""(106632.16656761)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""""","=""2625.87315""","=""0.00003""","=""""","=""3808.25708""","=""""","=""1.0214e-05""","=""1.0558e-04""","=""5.4765e-02""","=""-3.19825""",AAA,"=""102823.90949""","=""106632.1665697""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8742190""","=""0.0000007""","=""""","=""3808.2555241""","=""""","=""2.3885e-03""","=""1.2345e-02""","=""4.2688e+00""","=""-1.30644""",AAA,"=""102823.8943175""","=""106632.1498416""","=""4p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""2625.875081""","=""0.000006""","=""""","=""3808.254274""","=""""","=""9.4181e-04""","=""4.8679e-03""","=""1.6833e+00""","=""-1.71060""",AAA,"=""102823.894250""","=""[106632.1485242]""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""2625.875900""","=""0.000009""","=""""","=""3808.253086""","=""""","=""1.3728e-02""","=""1.7739e-01""","=""1.2268e+02""","=""0.15201""",AAA,"=""102823.917091""","=""(106632.17017701)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""""","=""2625.8762431""","=""0.0000007""","=""""","=""3808.2525885""","=""""","=""8.4755e-04""","=""5.8409e-03""","=""3.0296e+00""","=""-1.45537""",AAA,"=""102823.9094871""","=""[106632.1620756]""","=""4d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""""","=""2625.87626""","=""0.00003""","=""""","=""3808.25256""","=""""","=""2.1451e-04""","=""1.4783e-03""","=""7.6677e-01""","=""-2.05209""",AAA,"=""102823.90949""","=""[106632.1620536]""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""""","=""2625.876834""","=""0.000009""","=""""","=""3808.251731""","=""""","=""4.9028e-04""","=""5.0682e-03""","=""3.5050e+00""","=""-1.39206""",AAA,"=""102823.917091""","=""(106632.16882188)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""""","=""2625.878387""","=""0.000009""","=""""","=""3808.249479""","=""""","=""2.0429e-04""","=""1.5839e-03""","=""1.0954e+00""","=""-1.89719""",AAA,"=""102823.917091""","=""106632.1665697""","=""4f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""""","=""2675.131""","=""0.004""","=""""","=""3738.134""","=""(700)""","=""9.1481e-05""","=""6.6338e-03""","=""2.9209e+01""","=""-0.47927""",AAA,"=""105291.657""","=""[109029.7913]""","=""5""","=""""","=""""","=""13""","=""""","=""""",50,338,,"=""T8637""","=""""",
"=""""","=""""","=""2758.2R""","=""""","=""""","=""3625.49171""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""108917.1203787""","=""5p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2758.2R""","=""""","=""""","=""3625.49019""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108917.11886]""","=""5p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2758.2R""","=""""","=""""","=""3625.48945""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108917.12039]""","=""5s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2758.2R""","=""""","=""""","=""3625.48776""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108917.11870]""","=""5s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46885""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""108917.12094342""","=""5p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46840""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108917.12039]""","=""5d""","=""2D""","=""3/2""","=""12p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46829""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""108917.1203787""","=""5p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46677""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108917.11886]""","=""5p""","=""2P*""","=""3/2""","=""12s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46671""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108917.11870]""","=""5d""","=""2D""","=""3/2""","=""12p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2758.268""","=""0.005""","=""""","=""3625.464""","=""(900)""","=""1.4024e-04""","=""9.2122e-03""","=""4.1823e+01""","=""-0.33666""",AAA,"=""105291.657""","=""108917.1209""","=""5""","=""""","=""""","=""12""","=""""","=""""",50,288,,"=""T8637""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46110848""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""108917.12094342""","=""5f""","=""2F*""","=""5/2""","=""12d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.46059""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.659796]""","=""[108917.12039]""","=""5d""","=""2D""","=""5/2""","=""12p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.4605438""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""108917.1203787""","=""5f""","=""2F*""","=""5/2""","=""12d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2758.3R""","=""""","=""""","=""3625.45724""","=""""","=""""","=""""","=""""","=""""",,"=""105291.66370""","=""108917.12094342""","=""5f""","=""2F*""","=""7/2""","=""12d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.71487""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108772.343536]""","=""5p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.71290""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108772.34157]""","=""5p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.71261""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108772.34355]""","=""5s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.71041""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108772.34135]""","=""5s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.69218""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108772.344270]""","=""5p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.69156""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108772.34355]""","=""5d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.69145""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108772.343536]""","=""5p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.68948""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108772.34157]""","=""5p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.68936""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108772.34135]""","=""5d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""2872.996""","=""0.006""","=""""","=""3480.688""","=""(1100)""","=""2.2460e-04""","=""1.3450e-02""","=""6.3599e+01""","=""-0.17232""",AAA,"=""105291.657""","=""108772.3445""","=""5""","=""""","=""""","=""11""","=""""","=""""",50,242,,"=""T8637""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.684435""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""[108772.344270]""","=""5f""","=""2F*""","=""5/2""","=""11d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.68375""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.659796]""","=""[108772.34355]""","=""5d""","=""2D""","=""5/2""","=""11p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.683701""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""[108772.343536]""","=""5f""","=""2F*""","=""5/2""","=""11d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""2873.0R""","=""""","=""""","=""3480.68057""","=""""","=""""","=""""","=""""","=""""",,"=""105291.66370""","=""[108772.344270]""","=""5f""","=""2F*""","=""7/2""","=""11d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.36475""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108581.9934250]""","=""5p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.36250""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108581.99344]""","=""5s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.36213""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108581.99080]""","=""5p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.35957""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108581.99051]""","=""5s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.34231""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""108581.9944009""","=""5p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.34145""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108581.99344]""","=""5d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.34133""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108581.9934250]""","=""5p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.33871""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108581.99080]""","=""5p""","=""2P*""","=""3/2""","=""10s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.33852""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108581.99051]""","=""5d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""3039.202""","=""0.006""","=""""","=""3290.337""","=""(1400)""","=""3.7999e-04""","=""2.1044e-02""","=""1.0527e+02""","=""0.02211""",AAA,"=""105291.657""","=""108581.9945""","=""5""","=""""","=""""","=""10""","=""""","=""""",50,200,,"=""T8637""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.3345660""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""108581.9944009""","=""5f""","=""2F*""","=""5/2""","=""10d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.33364""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.659796]""","=""[108581.99344]""","=""5d""","=""2D""","=""5/2""","=""10p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.3335901""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""[108581.9934250]""","=""5f""","=""2F*""","=""5/2""","=""10d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""3039.2R""","=""""","=""""","=""3290.33070""","=""""","=""""","=""""","=""""","=""""",,"=""105291.66370""","=""108581.9944009""","=""5f""","=""2F*""","=""7/2""","=""10d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.09549""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108324.724162]""","=""5p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.09324""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108324.72418]""","=""5s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.09188""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""[108324.72055]""","=""5p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.08922""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[108324.72016]""","=""5s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""3296.98""","=""0.22""","=""3296.991""","=""0.007""","=""-0.01""","=""3033.08""","=""(1800)""","=""6.9078e-04""","=""3.6467e-02""","=""1.9789e+02""","=""0.26087""",AAA,"=""105291.657""","=""108324.7253""","=""5""","=""""","=""""","=""9""","=""""","=""""",50,162,,"=""T8637""","=""L7452""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.07341""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108324.725501]""","=""5p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.07219""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108324.72418]""","=""5d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.07207""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108324.724162]""","=""5p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.06846""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""[108324.72055]""","=""5p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.06817""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[108324.72016]""","=""5d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.065666""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""[108324.725501]""","=""5f""","=""2F*""","=""5/2""","=""9d""","=""2D""","=""5/2""",6,6,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.06438""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.659796]""","=""[108324.72418]""","=""5d""","=""2D""","=""5/2""","=""9p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.064327""","=""""","=""""","=""""","=""""","=""""",,"=""(105291.65983494)""","=""[108324.724162]""","=""5f""","=""2F*""","=""5/2""","=""9d""","=""2D""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""3297.0R""","=""""","=""""","=""3033.06180""","=""""","=""""","=""""","=""""","=""""",,"=""105291.66370""","=""[108324.725501]""","=""5f""","=""2F*""","=""7/2""","=""9d""","=""2D""","=""5/2""",8,6,,"=""""","=""""",
"=""""","=""""","=""3606.9708""","=""0.0025""","=""""","=""2772.4095""","=""""","=""8.4239e-06""","=""1.8253e-03""","=""1.5604e+01""","=""-0.88134""",AAA,"=""106632.1681""","=""[109404.5776]""","=""6""","=""""","=""""","=""20""","=""""","=""""",72,800,,"=""T8637""","=""""",
"=""""","=""""","=""3645.926""","=""0.003""","=""""","=""2742.7874""","=""""","=""1.0993e-05""","=""2.1963e-03""","=""1.8979e+01""","=""-0.80097""",AAA,"=""106632.1681""","=""[109374.9555]""","=""6""","=""""","=""""","=""19""","=""""","=""""",72,722,,"=""T8637""","=""""",
"=""""","=""""","=""3692.636""","=""0.003""","=""""","=""2708.0923""","=""""","=""1.4571e-05""","=""2.6803e-03""","=""2.3457e+01""","=""-0.71449""",AAA,"=""106632.1681""","=""[109340.2604]""","=""6""","=""""","=""""","=""18""","=""""","=""""",72,648,,"=""T8637""","=""""",
"=""""","=""""","=""3740.5R""","=""""","=""""","=""2673.42620""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""107965.0548660""","=""5p""","=""2P*""","=""1/2""","=""8d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3740.5R""","=""""","=""""","=""2673.42394""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[107965.0548753]""","=""5s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""3740.5R""","=""""","=""""","=""2673.42104""","=""""","=""""","=""""","=""""","=""""",,"=""105291.62867""","=""107965.0497145""","=""5p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3740.5R""","=""""","=""""","=""2673.41822""","=""""","=""""","=""""","=""""","=""""",,"=""[105291.63094]""","=""[107965.0491583]""","=""5s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""3740.5R""","=""""","=""""","=""2673.40468""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""107965.05677174""","=""5p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""3740.6R""","=""""","=""""","=""2673.402882""","=""""","=""""","=""""","=""""","=""""",,"=""105291.651993""","=""[107965.0548753]""","=""5d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3740.6R""","=""""","=""""","=""2673.40278""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""107965.0548660""","=""5p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""3740.6R""","=""""","=""""","=""2673.39762""","=""""","=""""","=""""","=""""","=""""",,"=""105291.65209""","=""107965.0497145""","=""5p""","=""2P*""","=""3/2""","=""8s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
