element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Hg,1,"=""75.9537""","=""0.0009""","=""75.9537""","=""0.0009""","=""0.0000""","=""131659.2""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""131659.2""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).7f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""76.0302""","=""0.0009""","=""76.0302""","=""0.0009""","=""0.0000""","=""131526.7""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""131526.7""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).10p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""76.0724""","=""0.0009""","=""76.0724""","=""0.0009""","="" 0.0000""","=""131453.7""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""131453.7""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).10p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""76.7527""","=""0.0009""","=""76.7527""","=""0.0009""","=""0.0000""","=""130288.6""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""130288.6""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).6f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""76.8951""","=""0.0009""","=""76.8951""","=""0.0009""","=""0.0000""","=""130047.3""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""130047.3""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).9p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""76.967""","=""0.005""","=""76.967""","=""0.005""","=""0.000""","=""129926.""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""129926""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).9p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,2,"=""78.2494""","=""0.0005""","=""78.250028""","=""0.000005""","=""-0.0006""","=""127796.5""","=""300""","=""1.0e-01""","=""1.8e-03""","=""9.5e-03""","=""-2.43""",,"=""0.000""","=""127795.481""","=""5d10.6s""","=""2S""","=""1/2""","=""5d10.8p""","=""2P*""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
Hg,1,"=""78.264""","=""0.005""","=""78.264""","=""0.005""","=""0.000""","=""127773.""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""127773""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).5f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""78.5840""","=""0.0009""","=""78.5840""","=""0.0009""","=""0.0000""","=""127252.4""","=""a""","=""""","=""""","=""""","=""""",,"=""0.000""","=""127252.4""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).8p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
Hg,1,"=""78.757""","=""0.007""","=""78.757""","=""0.007""","=""0.000""","=""126973.""","=""10h""","=""""","=""""","=""""","=""""",,"=""0.000""","=""126973""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).8p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L15166c86""",
