element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
He,2,"=""""","=""""","=""164.039135215""","=""0.000000025""","=""""","=""60961.062657""","=""""","=""3.5946e+00""","=""1.4501e-01""","=""1.5662e+00""","=""-0.53757""",AA,"=""(329179.762313)""","=""(390140.8249696)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.047417525""","=""0.000000023""","=""""","=""60957.984898""","=""""","=""1.0351e+01""","=""6.2642e-01""","=""1.3532e+01""","=""0.39892""",AA,"=""(329185.15110923)""","=""(390143.13600712)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.048974189""","=""0.000000023""","=""""","=""60957.406466""","=""""","=""1.7252e+00""","=""6.9605e-02""","=""1.5036e+00""","=""-0.55530""",AA,"=""(329185.15110923)""","=""(390142.55757536)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""164.05326155""","=""0.00000003""","=""""","=""60955.813408""","=""""","=""6.7430e-01""","=""1.3603e-02""","=""2.9388e-01""","=""-1.26429""",AA,"=""(329185.15110923)""","=""(390140.964517)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
He,1,"=""257.76""","=""0.03""","=""257.79""","=""0.03""","=""-0.03""","=""38784""","=""50""","=""""","=""""","=""""","=""""",,"=""470310""","=""509090""","=""2s.2p""","=""3P*""","=""0,1,2""","=""2p.3p""","=""3D""","=""1,2,3""",9,15,,"=""""","=""L1786""",
He,1,"=""267.7135""","=""""","=""267.7128036""","=""0.0000021""","=""0.0007""","=""37342.27""","=""1*""","=""4.4174e-03""","=""1.5831e-04""","=""4.1869e-03""","=""-3.32338""",AAA,"=""[159855.971776]""","=""[197198.33737542]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
He,1,"=""267.7135""","=""""","=""267.7128518""","=""0.0000021""","=""0.0006""","=""37342.27""","=""1*""","=""4.4174e-03""","=""4.7492e-04""","=""1.2561e-02""","=""-2.84626""",AAA,"=""[159855.971776]""","=""[197198.33066214]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14924""",
He,1,"=""267.7135""","=""""","=""267.7128557""","=""0.0000021""","=""0.0006""","=""37342.27""","=""1*""","=""4.4174e-03""","=""7.9153e-04""","=""2.0935e-02""","=""-2.62441""",AAA,"=""[159855.971776]""","=""[197198.33011596]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6117592""","=""0.0000021""","=""0.0001""","=""37079.35""","=""1*""","=""6.0234e-03""","=""2.1893e-04""","=""5.8315e-03""","=""-3.18257""",AAA,"=""[159855.971776]""","=""[196935.33880189]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6118264""","=""0.0000021""","=""0.0001""","=""37079.35""","=""1*""","=""6.0234e-03""","=""6.5680e-04""","=""1.7494e-02""","=""-2.70544""",AAA,"=""[159855.971776]""","=""[196935.32956383]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6118319""","=""0.0000021""","=""0.0001""","=""37079.35""","=""1*""","=""6.0234e-03""","=""1.0947e-03""","=""2.9157e-02""","=""-2.48360""",AAA,"=""[159855.971776]""","=""[196935.32881198]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14924""",
He,1,"=""272.3191""","=""""","=""272.3191003""","=""0.0000021""","="" 0.0000""","=""36710.75""","=""1*""","=""8.4996e-03""","=""3.1517e-04""","=""8.4791e-03""","=""-3.02433""",AAA,"=""[159855.971776]""","=""[196566.7234987]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
