element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Pa,2,"=""397.007""","=""""","=""""","=""""","=""""","=""25181.3""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""398.182""","=""""","=""""","=""""","=""""","=""25107.0""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""398.223""","=""""","=""""","=""""","=""""","=""25104.5""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""401.296""","=""""","=""""","=""""","=""""","=""24912.2""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""401.821""","=""""","=""""","=""""","=""""","=""24879.7""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""403.016""","=""""","=""""","=""""","=""""","=""24805.9""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""404.693""","=""""","=""""","=""""","=""""","=""24703.1""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""405.620""","=""""","=""""","=""""","=""""","=""24646.7""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""407.040""","=""""","=""""","=""""","=""""","=""24560.7""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""417.618""","=""""","=""""","=""""","=""""","=""23938.6""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""421.723""","=""""","=""""","=""""","=""""","=""23705.6""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""424.808""","=""""","=""""","=""""","=""""","=""23533.4""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""429.134""","=""""","=""""","=""""","=""""","=""23296.2""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,2,"=""460.143""","=""""","=""""","=""""","=""""","=""21726.3""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""603.578""","=""""","=""""","=""""","=""""","=""16563.3""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""616.256""","=""""","=""""","=""""","=""""","=""16222.5""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""635.861""","=""""","=""""","=""""","=""""","=""15722.36""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""637.925""","=""""","=""""","=""""","=""""","=""15671.49""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""643.897""","=""""","=""""","=""""","=""""","=""15526.14""","=""3000l""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""679.275""","=""""","=""""","=""""","=""""","=""14717.52""","=""3000w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""694.572""","=""""","=""""","=""""","=""""","=""14393.39""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""696.009""","=""""","=""""","=""""","=""""","=""14363.67""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""696.178""","=""""","=""""","=""""","=""""","=""14360.18""","=""3000w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""699.273""","=""""","=""""","=""""","=""""","=""14296.62""","=""3000s""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""707.627""","=""""","=""""","=""""","=""""","=""14127.84""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
Pa,1,"=""710.094""","=""""","=""""","=""""","=""""","=""14078.76""","=""3000w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""u2""",
