element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Kr,2,"=""378.30948""","=""""","=""378.3118+""","=""""","=""-0.0024""","=""26425.879""","=""500hl""","=""""","=""""","=""""","=""""",,"=""135781.415""","=""162207.13""","=""4s2.4p4.(3P).5p""","=""4D*""","=""7/2""","=""4s2.4p4.(3P).5d""","=""4F""","=""9/2""",8,10,,"=""""","=""L605""",
Kr,3,"=""379.270""","=""""","=""379.2712+""","=""""","=""-0.001""","=""26358.96""","=""15""","=""""","=""""","=""""","=""""",,"=""172465.48""","=""198824.35""","=""4s2.4p3.(2D*).4d""","=""3D*""","=""2""","=""4s2.4p3.(2D*).5p""","=""3P""","=""1""",5,3,,"=""""","=""L3356""",
Kr,2,"=""379.562""","=""""","=""379.5736+""","=""""","=""-0.012""","=""26338.68""","=""1""","=""""","=""""","=""""","=""""",,"=""162207.13""","=""188545.00""","=""4s2.4p4.(3P).5d""","=""4F""","=""9/2""","=""4s2.4p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",10,8,,"=""""","=""L10563""",
Kr,1,"=""379.68835""","=""""","=""379.68826+""","=""""","=""0.00009""","=""26329.914""","=""20""","=""""","=""""","=""""","=""""",,"=""80916.7680""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L4054""",
Kr,1,"=""380.05431""","=""""","=""380.05425+""","=""""","=""0.00006""","=""26304.5608""","=""30""","=""""","=""""","=""""","=""""",,"=""80916.7680""","=""107221.333""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L4054""",
Kr,3,"=""380.266""","=""""","=""380.2703+""","=""""","=""-0.004""","=""26289.92""","=""2""","=""""","=""""","=""""","=""""",,"=""195478.00""","=""221767.62""","=""4s2.4p3.(2D*).5p""","=""3D""","=""3""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""3""",7,7,,"=""""","=""L7284""",
Kr,2,"=""380.467""","=""""","=""380.4668+""","=""""","=""0.000""","=""26276.0""","=""30hl""","=""""","=""""","=""""","=""""",,"=""135781.264""","=""162057.31""","=""4s2.4p4.(3P).5p""","=""4P*""","=""1/2""","=""4s2.4p4.(3P).5d""","=""4D""","=""3/2""",2,4,,"=""""","=""L7386""",
Kr,2,"=""380.617""","=""""","=""380.6166+""","=""""","=""0.000""","=""26265.7""","=""8Hl""","=""""","=""""","=""""","=""""",,"=""152239.19""","=""178504.89""","=""4s2.4p4.(1D).5p""","=""2P*""","=""1/2""","=""4s2.4p4.(1D).5d""","=""2P""","=""1/2""",2,2,,"=""""","=""L7386""",
Kr,3,"=""380.916""","=""""","=""380.9160+""","=""""","=""0.000""","=""26245.06""","=""7""","=""""","=""""","=""""","=""""",,"=""182264.93""","=""208509.99""","=""4s2.4p3.(2P*).5s""","=""1P*""","=""1""","=""4s2.4p3.(2P*).5p""","=""3D""","=""2""",3,5,,"=""""","=""L3356""",
Kr,1,"=""381.22150""","=""""","=""381.22141+""","=""""","=""0.00009""","=""26224.026""","=""20""","=""""","=""""","=""""","=""""",,"=""80916.7680""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L4054""",
