element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ni,5,"=""37.40450""","=""0.00010""","=""37.40434""","=""0.00003""","=""0.00016""","=""267347.5""","=""490""","=""3.20e+00""","=""8.63e-03""","=""7.44e-02""","=""-1.219""",E,"=""29571.09""","=""296919.73""","=""3d6""","=""3F2""","=""3""","=""3d5.(4D).4p""","=""5D*""","=""4""",7,9,,"=""T6653c93""","=""L3912""",
Ni,5,"=""37.40748""","=""0.00010""","=""37.40756""","=""0.00003""","=""-0.00008""","=""267326.2""","=""2400""","=""6.11e+00""","=""1.65e-02""","=""1.42e-01""","=""-0.938""",D+,"=""29571.09""","=""296896.72""","=""3d6""","=""3F2""","=""3""","=""3d5.(4G).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.41589""","=""0.00020""","=""37.41567""","=""0.00006""","=""0.00022""","=""267266.1""","=""880s""","=""1.05e+01""","=""1.32e-02""","=""8.12e-02""","=""-1.181""",D+,"=""26152.7""","=""293420.4""","=""3d6""","=""3P2""","=""2""","=""3d5.(4P).4p""","=""3P*""","=""1""",5,3,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.43403""","=""0.00020""","=""37.43405""","=""0.00006""","=""-0.00002""","=""267136.6""","=""2100s""","=""2.14e+01""","=""3.21e-02""","=""2.77e-01""","=""-0.649""",D+,"=""34416.3""","=""301552.79""","=""3d6""","=""3G""","=""3""","=""3d5.(4D).4p""","=""3F*""","=""2""",7,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.44539""","=""0.00020""","=""37.44569""","=""0.00004""","=""-0.00030""","=""267055.6""","=""220p""","=""1.40e+00""","=""2.95e-03""","=""2.55e-02""","=""-1.685""",D+,"=""34416.3""","=""301469.7""","=""3d6""","=""3G""","=""3""","=""3d5.(4D).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.45815""","=""0.00020""","=""37.45814""","=""0.00007""","=""0.00001""","=""266964.6""","=""260p""","=""2.14e+00""","=""6.31e-03""","=""3.89e-02""","=""-1.501""",D+,"=""41627.4""","=""308592.1""","=""3d6""","=""3D""","=""2""","=""3d5.(2D3).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.46042""","=""0.00010""","=""37.46044""","=""0.00006""","=""-0.00002""","=""266948.4""","=""800""","=""1.05e+01""","=""3.10e-02""","=""1.91e-01""","=""-0.810""",D+,"=""29898.9""","=""296847.2""","=""3d6""","=""3F2""","=""2""","=""3d5.(4G).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.47327""","=""0.00020""","=""37.47333""","=""0.00003""","=""-0.00006""","=""266856.9""","=""140d""","=""9.28e-01""","=""1.95e-03""","=""2.17e-02""","=""-1.755""",D+,"=""34062.09""","=""300918.54""","=""3d6""","=""3G""","=""4""","=""3d5.(4D).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.47699""","=""0.00010""","=""37.47709""","=""0.00006""","=""-0.00010""","=""266830.4""","=""1600""","=""1.92e+01""","=""4.05e-02""","=""2.50e-01""","=""-0.694""",D+,"=""26152.7""","=""292982.4""","=""3d6""","=""3P2""","=""2""","=""3d5.(4P).4p""","=""3P*""","=""2""",5,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.4963""","=""0.0003""","=""37.49613""","=""0.00006""","=""0.0002""","=""266692.7""","=""69G""","=""1.67e+00""","=""2.11e-03""","=""1.30e-02""","=""-1.976""",D+,"=""48607.3""","=""315301.5""","=""3d6""","=""1D2""","=""2""","=""3d5.(2F1).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3739""",
