element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,1,"=""""","=""383.564""","=""0.015""","=""""","=""26063.9""","=""""","=""1.04e-02""","=""1.15e-03""","=""5.79e-02""","=""-2.339""",A,"=""14904.00""","=""40967.9""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""387.8838""","=""0.0021""","=""""","=""25773.61""","=""""","=""3.812e-07""","=""8.604e-08""","=""3.297e-06""","=""-6.5882""",AA,"=""[476034.11]""","=""[501807.72]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""1P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,1,"=""391.530""","=""391.5292""","=""0.0022""","=""0.001""","=""25533.6""","=""20""","=""4.964e-02""","=""2.283e-02""","=""5.887e-01""","=""-1.3405""",AA,"=""14903.66""","=""40437.31""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""391.535""","=""391.5342""","=""0.0022""","=""0.001""","=""25533.3""","=""20*""","=""5.959e-02""","=""2.055e-02""","=""1.060e+00""","=""-1.085""",AA,"=""14904.00""","=""40437.32""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""L7397""",
Li,1,"=""391.535""","=""391.5344""","=""0.0022""","=""0.001""","=""25533.3""","=""20*""","=""9.924e-03""","=""2.282e-03""","=""1.177e-01""","=""-2.040""",AA,"=""14904.00""","=""40437.31""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""L7397""",
Li,1,"=""398.548""","=""398.5481""","=""0.0022""","="" 0.000""","=""25084.0""","=""10""","=""8.62e-03""","=""2.05e-03""","=""5.39e-02""","=""-2.386""",A,"=""14903.66""","=""39987.64""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""398.554""","=""398.5535""","=""0.0022""","=""0.000""","=""25083.6""","=""10""","=""1.73e-02""","=""2.06e-03""","=""1.08e-01""","=""-2.08""",A,"=""14904.00""","=""39987.64""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.256""","=""413.2557""","=""0.0024""","=""0.000""","=""24191.3""","=""40""","=""9.04e-02""","=""4.63e-02""","=""1.26e+00""","=""-1.03""",A,"=""14903.66""","=""39094.93""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.262""","=""413.2613""","=""0.0024""","=""0.001""","=""24190.9""","=""40*""","=""1.09e-01""","=""4.17e-02""","=""2.27e+00""","=""-0.778""",A,"=""14904.00""","=""39094.94""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L7397""",
Li,1,"=""413.262""","=""413.2615""","=""0.0024""","=""0.000""","=""24190.9""","=""40*""","=""1.81e-02""","=""4.63e-03""","=""2.52e-01""","=""-1.732""",A,"=""14904.00""","=""39094.93""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""L7397""",
Li,2,"=""415.645""","=""415.519""","=""0.021""","=""0.126""","=""24052.23""","=""""","=""3.4105e-01""","=""2.6515e-01""","=""3.6292e+00""","=""-0.57651""",AAA,"=""[558777.01]""","=""[582836.5]""","=""1s.3s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""419.115""","=""0.003""","=""""","=""23853.07""","=""""","=""3.0372e-06""","=""4.0014e-06""","=""1.7560e+03""","=""-5.3978""",AAA,"=""[558777.01]""","=""[582630.08]""","=""1s.3s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,1,"=""419.6""","=""""","=""""","=""""","=""23830""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,1,"=""427.307""","=""427.306""","=""0.003""","=""0.001""","=""23395.8""","=""20""","=""1.58e-02""","=""4.34e-03""","=""1.22e-01""","=""-2.06""",A,"=""14903.66""","=""38299.50""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
Li,1,"=""427.313""","=""427.312""","=""0.003""","=""0.001""","=""23395.5""","=""20""","=""3.17e-02""","=""4.33e-03""","=""2.44e-01""","=""-1.761""",A,"=""14904.00""","=""38299.50""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
Li,2,"=""""","=""432.21""","=""0.03""","=""""","=""23130.6""","=""""","=""1.402e-04""","=""6.546e-05""","=""2.795e-03""","=""-3.7069""",AA,"=""[559499.5]""","=""[582630.08]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""432.226""","=""0.015""","=""""","=""23129.5""","=""""","=""5.435e-05""","=""1.523e-05""","=""1.084e-03""","=""-4.118""",AA,"=""[559500.55]""","=""[582630.08]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""432.53""","=""0.03""","=""""","=""23113.0""","=""""","=""8.0701e-01""","=""3.7746e-01""","=""1.6129e+01""","=""0.05399""",AAA,"=""[559499.5]""","=""[582612.54]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""432.542""","=""432.54""","=""0.03""","=""0.00""","=""23112.6""","=""5*""","=""4.4842e-01""","=""1.2585e-01""","=""5.3776e+00""","=""-0.42304""",AAA,"=""[559499.5]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.542""","=""432.542""","=""0.015""","=""0.000""","=""23112.6""","=""5*""","=""1.0762e+00""","=""4.2284e-01""","=""3.0114e+01""","=""0.32514""",AAA,"=""[559500.55]""","=""[582613.20]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.547""","=""432.554""","=""0.015""","=""-0.007""","=""23112.4""","=""5""","=""2.6901e-01""","=""7.5499e-02""","=""5.3770e+00""","=""-0.42309""",AAA,"=""[559500.55]""","=""[582612.54]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""432.554""","=""432.562""","=""0.015""","=""-0.008""","=""23112.0""","=""1""","=""2.9896e-02""","=""5.0343e-03""","=""3.5855e-01""","=""-1.59909""",AAA,"=""[559500.55]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""432.578""","=""0.007""","=""""","=""23110.7""","=""""","=""5.9789e-01""","=""5.0347e-01""","=""7.1719e+00""","=""-0.29803""",AAA,"=""[559501.45]""","=""[582612.15]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,3,"=""""","=""449.8225057""","=""0.0000023""","=""""","=""22224.75632""","=""""","=""1.0035e+00""","=""6.0917e-01""","=""1.8047e+01""","=""0.08577""",AA,"=""(925932.587659)""","=""(948157.34398)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8277799""","=""0.0000023""","=""""","=""22224.49574""","=""""","=""5.9737e-01""","=""3.6263e-01""","=""1.0743e+01""","=""-0.13951""",AA,"=""(925932.85143)""","=""(948157.347169)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8581249""","=""0.0000023""","=""""","=""22222.99662""","=""""","=""1.7435e-01""","=""5.2926e-02""","=""1.5681e+00""","=""-0.97530""",AA,"=""(925932.587659)""","=""(948155.58428)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8662020""","=""0.0000023""","=""""","=""22222.59763""","=""""","=""5.9771e-01""","=""1.8145e-01""","=""5.3761e+00""","=""-0.44021""",AA,"=""(925932.85143)""","=""(948155.449056)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8846443""","=""0.0000025""","=""""","=""22221.68666""","=""""","=""1.9554e+00""","=""8.9050e-01""","=""5.2771e+01""","=""0.55169""",AA,"=""(925936.28876)""","=""(948157.97542)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8847466""","=""0.0000023""","=""""","=""22221.68161""","=""""","=""1.2044e+00""","=""5.4848e-01""","=""3.2502e+01""","=""0.34122""",AA,"=""(925936.294951)""","=""(948157.97656)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8973640""","=""0.0000025""","=""""","=""22221.05841""","=""""","=""1.5278e-02""","=""4.6386e-03""","=""2.7489e-01""","=""-1.73155""",AA,"=""(925936.28876)""","=""(948157.347169)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.8975539""","=""0.0000023""","=""""","=""22221.04903""","=""""","=""2.0075e-01""","=""6.0952e-02""","=""3.6121e+00""","=""-0.61295""",AA,"=""(925936.294951)""","=""(948157.34398)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9032229""","=""0.0000023""","=""""","=""22220.76904""","=""""","=""3.3254e+00""","=""1.3463e+00""","=""1.1967e+02""","=""0.90728""",AA,"=""(925937.52206)""","=""(948158.291096)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9032561""","=""0.0000025""","=""""","=""22220.76740""","=""""","=""2.0951e+00""","=""8.4815e-01""","=""7.5395e+01""","=""0.70663""",AA,"=""(925937.52429)""","=""(948158.29169)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9095915""","=""0.0000024""","=""""","=""22220.45450""","=""""","=""1.9486e-03""","=""5.9167e-04""","=""5.2596e-02""","=""-2.44977""",AA,"=""(925937.52206)""","=""(948157.97656)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.909660""","=""0.000003""","=""""","=""22220.45113""","=""""","=""1.3967e-01""","=""4.2410e-02""","=""3.7700e+00""","=""-0.59438""",AA,"=""(925937.52429)""","=""(948157.97542)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9118883""","=""0.0000023""","=""""","=""22220.34107""","=""""","=""3.4486e+00""","=""1.3089e+00""","=""1.5514e+02""","=""1.02000""",AA,"=""(925938.13979)""","=""(948158.480859)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9157307""","=""0.0000023""","=""""","=""22220.15131""","=""""","=""1.2316e-01""","=""3.7396e-02""","=""4.4325e+00""","=""-0.52408""",AA,"=""(925938.13979)""","=""(948158.291096)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9220996""","=""0.0000024""","=""""","=""22219.83677""","=""""","=""3.8980e-02""","=""8.8773e-03""","=""1.0522e+00""","=""-1.14863""",AA,"=""(925938.13979)""","=""(948157.97656)""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9223809""","=""0.0000025""","=""""","=""22219.82288""","=""""","=""1.3755e-01""","=""2.7846e-02""","=""2.4754e+00""","=""-0.77709""",AA,"=""(925937.52429)""","=""(948157.347169)""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9224003""","=""0.0000024""","=""""","=""22219.82192""","=""""","=""4.0940e-02""","=""8.2876e-03""","=""7.3675e-01""","=""-1.30342""",AA,"=""(925937.52206)""","=""(948157.34398)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9331850""","=""0.0000023""","=""""","=""22219.28933""","=""""","=""3.4899e-01""","=""5.2988e-02""","=""3.1404e+00""","=""-0.67377""",AA,"=""(925936.294951)""","=""(948155.58428)""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,3,"=""""","=""449.9357979""","=""0.0000025""","=""""","=""22219.16030""","=""""","=""1.5297e-01""","=""2.3226e-02""","=""1.3765e+00""","=""-1.03197""",AA,"=""(925936.28876)""","=""(948155.449056)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
Li,1,"=""460.283""","=""460.282""","=""0.003""","=""0.001""","=""21719.7""","=""13""","=""1.935e-01""","=""1.230e-01""","=""3.729e+00""","=""-0.6090""",AA,"=""14903.66""","=""36623.38""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","=""0.000""","=""21719.4""","=""13*""","=""2.322e-01""","=""1.107e-01""","=""6.712e+00""","=""-0.3538""",AA,"=""14904.00""","=""36623.40""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","="" 0.000""","=""21719.4""","=""13*""","=""3.871e-02""","=""1.230e-02""","=""7.458e-01""","=""-1.3080""",AA,"=""14904.00""","=""36623.38""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T6620LS""","=""L7397""",
Li,2,"=""460.734""","=""""","=""""","=""""","=""21698.4""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3501""",
Li,2,"=""""","=""463.61""","=""0.03""","=""""","=""21563.8""","=""""","=""4.6514e-02""","=""9.0040e-03""","=""6.8755e-01""","=""-1.34659""",AAA,"=""[561272.75]""","=""[582836.5]""","=""1s.3d""","=""1D""","=""2""","=""1s.4p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""467.140""","=""0.003""","=""""","=""21400.89""","=""""","=""5.453e-01""","=""2.499e-01""","=""1.922e+01""","=""0.0967""",AA,"=""[561242.28]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""-0.012""","=""21400.4""","=""*""","=""1.4221e+00""","=""6.5174e-01""","=""5.0130e+01""","=""0.51304""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""-0.012""","=""21400.4""","=""*""","=""3.4415e-01""","=""1.1266e-01""","=""8.6655e+00""","=""-0.24926""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.153""","=""0.003""","=""""","=""21400.27""","=""""","=""7.265e-02""","=""2.378e-02""","=""2.561e+00""","=""-0.7786""",AA,"=""[561242.90]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""-0.011""","=""21399.7""","=""6*""","=""2.2133e+00""","=""9.3158e-01""","=""1.0032e+02""","=""0.8143""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""-0.011""","=""21399.7""","=""6*""","=""9.8366e-03""","=""2.3002e-03""","=""2.4770e-01""","=""-1.79314""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""-0.011""","=""21399.7""","=""6*""","=""1.7326e-01""","=""5.6722e-02""","=""6.1082e+00""","=""-0.40115""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.170""","=""467.188""","=""0.005""","=""-0.018""","=""21399.5""","=""2""","=""1.8592e+00""","=""1.0144e+00""","=""4.6819e+01""","=""0.48335""",AAA,"=""[561243.43]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""1""","=""1s.4f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""467.806""","=""467.806""","=""0.003""","=""0.000""","=""21370.4""","=""3""","=""1.5931e+00""","=""7.3215e-01""","=""5.6394e+01""","=""0.56357""",AAA,"=""[561272.75]""","=""[582643.17]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.829""","=""0.003""","=""""","=""21369.35""","=""""","=""1.235e-04""","=""4.053e-05""","=""3.122e-03""","=""-3.6933""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""467.829""","=""467.829""","=""0.003""","="" 0.000""","=""21369.4""","=""1""","=""6.172e-01""","=""2.837e-01""","=""2.185e+01""","=""0.1518""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""474.15""","=""0.03""","=""""","=""21084.6""","=""""","=""1.6090e-06""","=""5.4261e-07""","=""1.0361e+03""","=""-5.7884""",AAA,"=""[561751.95]""","=""[582836.5]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,1,"=""476.0""","=""""","=""""","=""""","=""21000""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""476.3""","=""""","=""""","=""""","=""20990""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""478.836""","=""478.836""","=""0.005""","="" 0.000""","=""20878.1""","=""""","=""1.1368e+00""","=""6.5165e-01""","=""3.0826e+01""","=""0.29113""",AAA,"=""[561751.95]""","=""[582630.08]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""479.239""","=""0.004""","=""""","=""20860.59""","=""""","=""2.116e-04""","=""1.215e-04""","=""5.751e-03""","=""-3.4384""",AA,"=""[561751.95]""","=""[582612.54]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.278""","=""0.003""","=""""","=""20643.55""","=""""","=""1.3974e-02""","=""4.9160e-03""","=""3.9199e-01""","=""-1.60942""",AAA,"=""[561242.28]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.292""","=""0.003""","=""""","=""20642.93""","=""""","=""7.8286e-02""","=""1.9673e-02""","=""2.1962e+00""","=""-0.86103""",AAA,"=""[561242.90]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""3""","=""1s.4p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.294""","=""0.003""","=""""","=""20642.83""","=""""","=""6.9871e-02""","=""1.4749e-02""","=""1.1761e+00""","=""-1.1323""",AAA,"=""[561242.28]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""484.30""","=""484.304""","=""0.005""","="" 0.00""","=""20643""","=""""","=""9.3199e-04""","=""5.4650e-04""","=""2.6147e-02""","=""-2.78529""",AAA,"=""[561243.43]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L1560""",
Li,2,"=""""","=""484.321""","=""0.005""","=""""","=""20641.68""","=""""","=""2.3299e-02""","=""8.1979e-03""","=""3.9224e-01""","=""-1.60918""",AAA,"=""[561243.43]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.331""","=""0.005""","=""""","=""20641.28""","=""""","=""9.3195e-02""","=""1.0931e-02""","=""5.2302e-01""","=""-1.48422""",AAA,"=""[561243.43]""","=""[581884.71]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""488.132""","=""488.12""","=""0.04""","=""0.01""","=""20480.5""","=""4""","=""2.3783e-01""","=""8.5003e-02""","=""4.0991e+00""","=""-0.59345""",AAA,"=""[559499.5]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""488.139""","=""488.147""","=""0.019""","=""-0.008""","=""20480.2""","=""4""","=""3.9642e-01""","=""8.5015e-02""","=""6.8329e+00""","=""-0.37154""",AAA,"=""[559500.55]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""488.149""","=""488.169""","=""0.008""","=""-0.020""","=""20479.8""","=""1""","=""7.9292e-02""","=""8.5027e-02""","=""1.3668e+00""","=""-1.0704""",AAA,"=""[559501.45]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""491.912""","=""0.004""","=""""","=""20323.15""","=""""","=""7.7891e-07""","=""5.6545e-08""","=""2.0060e+02""","=""-6.5486""",AAA,"=""[561272.75]""","=""[581595.90]""","=""1s.3d""","=""1D""","=""2""","=""1s.4s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
Li,1,"=""497.166""","=""497.166""","=""0.003""","=""0.000""","=""20108.4""","=""8""","=""3.460e-02""","=""1.283e-02""","=""4.200e-01""","=""-1.5908""",AA,"=""14903.66""","=""35012.06""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
Li,1,"=""497.175""","=""497.174""","=""0.003""","=""0.001""","=""20108.0""","=""8""","=""6.919e-02""","=""1.283e-02""","=""8.400e-01""","=""-1.2898""",AA,"=""14904.00""","=""35012.06""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
Li,2,"=""503.792""","=""503.791""","=""0.005""","=""0.001""","=""19843.9""","=""""","=""5.3935e-01""","=""6.8447e-02""","=""3.4066e+00""","=""-0.68753""",AAA,"=""[561751.95]""","=""[581595.90]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""510.8""","=""0.8""","=""""","=""19570""","=""""","=""3.4292e-02""","=""4.0974e-02""","=""6.9528e-01""","=""-1.38749""",AAA,"=""[581595.90]""","=""[601169]""","=""1s.4s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.006""","=""""","=""19228.48""","=""""","=""4.6828e-02""","=""5.6963e-02""","=""9.7527e-01""","=""-1.24441""",AAA,"=""[581884.71]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.004""","=""""","=""19228.47""","=""""","=""6.3210e-02""","=""4.2717e-02""","=""2.1941e+00""","=""-0.89227""",AAA,"=""[581885.11]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.919""","=""0.004""","=""""","=""19228.41""","=""""","=""8.4291e-02""","=""4.7850e-02""","=""4.0962e+00""","=""-0.62115""",AAA,"=""[581885.83]""","=""[601114.24]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.928""","=""0.006""","=""""","=""19228.08""","=""""","=""3.5121e-02""","=""1.4241e-02""","=""7.3150e-01""","=""-1.36933""",AAA,"=""[581885.11]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.937""","=""0.004""","=""""","=""19227.75""","=""""","=""2.1070e-02""","=""8.5441e-03""","=""7.3145e-01""","=""-1.36936""",AAA,"=""[581885.83]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
