element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,1,"=""231.695""","=""231.6948""","=""0.0008""","=""0.000""","=""43146.9""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""43146.96""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.18p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7397""",
Li,1,"=""231.918""","=""231.9181""","=""0.0008""","="" 0.000""","=""43105.4""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""43105.42""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.17p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7397""",
Li,1,"=""231.918""","=""231.9181""","=""0.0008""","="" 0.000""","=""43105.4""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""43105.42""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.17p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7397""",
Li,1,"=""232.188""","=""232.1879""","=""0.0008""","=""0.000""","=""43055.3""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""43055.34""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.16p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7397""",
Li,1,"=""232.188""","=""232.1879""","=""0.0008""","=""0.000""","=""43055.3""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""43055.34""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.16p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7397""",
Li,1,"=""232.511""","=""232.5110""","=""0.0008""","="" 0.000""","=""42995.5""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""42995.51""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.15p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7397""",
Li,1,"=""232.511""","=""232.5110""","=""0.0008""","="" 0.000""","=""42995.5""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""42995.51""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.15p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7397""",
Li,1,"=""232.902""","=""232.9017""","=""0.0008""","=""0.000""","=""42923.3""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""42923.39""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.14p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7397""",
Li,1,"=""232.902""","=""232.9017""","=""0.0008""","=""0.000""","=""42923.3""","=""*""","=""""","=""""","=""""","=""""",,"=""0.00""","=""42923.39""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.14p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7397""",
Li,2,"=""232.984""","=""232.9801""","=""0.0008""","=""0.004""","=""42908.2""","=""*""","=""1.1758e-01""","=""1.5957e-02""","=""3.6728e-01""","=""-1.31993""",AAA,"=""[554753.58]""","=""[597662.53]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""232.984""","=""232.9838""","=""0.0008""","=""0.000""","=""42908.2""","=""*""","=""1.1758e-01""","=""9.5745e-03""","=""2.2038e-01""","=""-1.54176""",AAA,"=""[554753.58]""","=""[597661.86]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""232.984""","=""232.9858""","=""0.0008""","=""-0.002""","=""42908.2""","=""*""","=""1.1758e-01""","=""3.1915e-03""","=""7.3461e-02""","=""-2.01888""",AAA,"=""[554753.58]""","=""[597661.48]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L3501""",
Li,1,"=""233.394""","=""233.3937""","=""0.0008""","=""0.000""","=""42832.9""","=""*""","=""1.09e-03""","=""1.78e-04""","=""2.74e-03""","=""-3.448""",B',"=""0.00""","=""42832.92""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.13p""","=""2P*""","=""3/2""",2,4,,"=""T117""","=""L7397""",
Li,1,"=""233.394""","=""233.3937""","=""0.0008""","=""0.000""","=""42832.9""","=""*""","=""1.09e-03""","=""8.91e-05""","=""1.37e-03""","=""-3.749""",B',"=""0.00""","=""42832.92""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.13p""","=""2P*""","=""1/2""",2,2,,"=""T117""","=""L7397""",
Li,2,"=""233.688""","=""""","=""""","=""""","=""42779.0""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3501""",
Li,2,"=""233.691""","=""""","=""""","=""""","=""42778.4""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3501""",
Li,2,"=""233.700""","=""""","=""""","=""""","=""42776.8""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3501""",
Li,1,"=""234.015""","=""234.0154""","=""0.0008""","="" 0.000""","=""42719.2""","=""*""","=""1.34e-03""","=""2.20e-04""","=""3.39e-03""","=""-3.356""",B',"=""0.00""","=""42719.14""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.12p""","=""2P*""","=""3/2""",2,4,,"=""T117""","=""L7397""",
Li,1,"=""234.015""","=""234.0154""","=""0.0008""","="" 0.000""","=""42719.2""","=""*""","=""1.34e-03""","=""1.10e-04""","=""1.70e-03""","=""-3.657""",B',"=""0.00""","=""42719.14""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.12p""","=""2P*""","=""1/2""",2,2,,"=""T117""","=""L7397""",
Li,1,"=""234.822""","=""234.840""","=""0.006""","=""-0.018""","=""42572.4""","=""*""","=""1.65e-03""","=""2.73e-04""","=""4.22e-03""","=""-3.263""",B',"=""0.00""","=""42569.1""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.11p""","=""2P*""","=""3/2""",2,4,,"=""T117""","=""L7397""",
Li,1,"=""234.822""","=""234.840""","=""0.006""","=""-0.018""","=""42572.4""","=""*""","=""1.65e-03""","=""1.37e-04""","=""2.11e-03""","=""-3.564""",B',"=""0.00""","=""42569.1""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.11p""","=""2P*""","=""1/2""",2,2,,"=""T117""","=""L7397""",
Li,1,"=""235.893""","=""235.8929""","=""0.0008""","=""0.000""","=""42379.1""","=""*""","=""2.09e-03""","=""3.49e-04""","=""5.42e-03""","=""-3.156""",B',"=""0.00""","=""42379.16""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""3/2""",2,4,,"=""T117""","=""L7397""",
Li,1,"=""235.893""","=""235.8929""","=""0.0008""","=""0.000""","=""42379.1""","=""*""","=""2.09e-03""","=""1.74e-04""","=""2.71e-03""","=""-3.457""",B',"=""0.00""","=""42379.16""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""1/2""",2,2,,"=""T117""","=""L7397""",
Li,2,"=""""","=""235.82""","=""0.17""","=""""","=""42390""","=""""","=""7.9551e-02""","=""2.0072e-02""","=""1.5651e-01""","=""-1.69741""",AAA,"=""[558777.01]""","=""[601169]""","=""1s.3s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,1,"=""237.354""","=""237.3542""","=""0.0008""","="" 0.000""","=""42118.3""","=""*""","=""1.918e-03""","=""3.241e-04""","=""5.067e-03""","=""-3.1883""",AA,"=""0.00""","=""42118.27""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""",
Li,1,"=""237.354""","=""237.3542""","=""0.0008""","="" 0.000""","=""42118.3""","=""*""","=""1.917e-03""","=""1.620e-04""","=""2.533e-03""","=""-3.4894""",AA,"=""0.00""","=""42118.27""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""",
Li,2,"=""238.154""","=""238.1537""","=""0.0013""","=""0.000""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561242.28]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""2""",5,5,,"=""""","=""L3501""",
Li,2,"=""238.154""","=""238.1537""","=""0.0013""","=""0.000""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561242.28]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""3""",5,7,,"=""""","=""L3501""",
Li,2,"=""238.154""","=""238.1572""","=""0.0013""","=""-0.003""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561242.90]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""3""",7,7,,"=""""","=""L3501""",
Li,2,"=""238.154""","=""238.1572""","=""0.0013""","=""-0.003""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561242.90]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""2""",7,5,,"=""""","=""L3501""",
Li,2,"=""238.154""","=""238.1572""","=""0.0013""","=""-0.003""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561242.90]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""4""",7,9,,"=""""","=""L3501""",
Li,2,"=""238.154""","=""238.1603""","=""0.0016""","=""-0.006""","=""41976.8""","=""*""","=""""","=""""","=""""","=""""",,"=""[561243.43]""","=""[603219.16]""","=""1s.3d""","=""3D""","=""1""","=""1s.8f""","=""3F*""","=""2""",3,5,,"=""""","=""L3501""",
Li,2,"=""238.320""","=""238.3200""","=""0.0008""","="" 0.000""","=""41947.6""","=""""","=""""","=""""","=""""","=""""",,"=""[561272.75]""","=""[603220.34]""","=""1s.3d""","=""1D""","=""2""","=""1s.8f""","=""1F*""","=""3""",5,7,,"=""""","=""L3501""",
Li,1,"=""239.439""","=""239.4387""","=""0.0008""","=""0.000""","=""41751.6""","=""1*""","=""2.664e-03""","=""4.582e-04""","=""7.226e-03""","=""-3.0379""",AA,"=""0.00""","=""41751.63""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""",
Li,1,"=""239.439""","=""239.4387""","=""0.0008""","=""0.000""","=""41751.6""","=""1*""","=""2.664e-03""","=""2.291e-04""","=""3.613e-03""","=""-3.3389""",AA,"=""0.00""","=""41751.63""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""",
Li,2,"=""240.233""","=""240.230""","=""0.009""","=""0.003""","=""41613.6""","=""*""","=""1.4799e-01""","=""2.1353e-02""","=""5.0677e-01""","=""-1.19342""",AAA,"=""[559499.5]""","=""[601113.58]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""240.233""","=""240.232""","=""0.009""","=""0.001""","=""41613.6""","=""*""","=""8.2222e-02""","=""7.1182e-03""","=""1.6894e-01""","=""-1.67051""",AAA,"=""[559499.5]""","=""[601113.19]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""240.233""","=""240.232""","=""0.005""","=""0.001""","=""41613.6""","=""*""","=""1.9734e-01""","=""2.3918e-02""","=""9.4610e-01""","=""-0.92230""",AAA,"=""[559500.55]""","=""[601114.24]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""240.233""","=""240.236""","=""0.005""","=""-0.003""","=""41613.6""","=""*""","=""4.9328e-02""","=""4.2706e-03""","=""1.6893e-01""","=""-1.67054""",AAA,"=""[559500.55]""","=""[601113.58]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""240.233""","=""240.238""","=""0.005""","=""-0.005""","=""41613.6""","=""*""","=""5.4817e-03""","=""2.8476e-04""","=""1.1264e-02""","=""-2.8466""",AAA,"=""[559500.55]""","=""[601113.19]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""240.233""","=""240.2437""","=""0.0021""","=""-0.011""","=""41613.6""","=""*""","=""1.0963e-01""","=""2.8476e-02""","=""2.2529e-01""","=""-1.54552""",AAA,"=""[559501.45]""","=""[601113.19]""","=""1s.3p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""241.084""","=""241.0842""","=""0.0012""","="" 0.000""","=""41466.7""","=""""","=""""","=""""","=""""","=""""",,"=""[561751.95]""","=""[603218.63]""","=""1s.3p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",3,5,,"=""""","=""L3501""",
Li,1,"=""242.543""","=""242.5426""","=""0.0008""","=""0.000""","=""41217.3""","=""3*""","=""3.824e-03""","=""6.748e-04""","=""1.078e-02""","=""-2.870""",AA,"=""0.00""","=""41217.35""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""",
Li,1,"=""242.543""","=""242.5426""","=""0.0008""","=""0.000""","=""41217.3""","=""3*""","=""3.822e-03""","=""3.373e-04""","=""5.388e-03""","=""-3.1710""",AA,"=""0.00""","=""41217.35""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""",
Li,2,"=""242.981""","=""242.978""","=""0.009""","=""0.003""","=""41143.0""","=""*""","=""3.5140e-02""","=""3.1121e-03""","=""7.4705e-02""","=""-2.02982""",AAA,"=""[559499.5]""","=""[600643.03]""","=""1s.3p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""242.981""","=""242.984""","=""0.005""","=""-0.003""","=""41143.0""","=""*""","=""5.8567e-02""","=""3.1123e-03""","=""1.2452e-01""","=""-1.8079""",AAA,"=""[559500.55]""","=""[600643.03]""","=""1s.3p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""242.981""","=""242.9894""","=""0.0019""","=""-0.008""","=""41143.0""","=""*""","=""1.1713e-02""","=""3.1124e-03""","=""2.4905e-02""","=""-2.50691""",AAA,"=""[559501.45]""","=""[600643.03]""","=""1s.3p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,1,"=""246.02""","=""""","=""""","=""""","=""40635""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1560""",
Li,1,"=""247.506""","=""247.5061""","=""0.0009""","="" 0.000""","=""40390.9""","=""10*""","=""5.734e-03""","=""1.054e-03""","=""1.718e-02""","=""-2.6762""",AA,"=""0.00""","=""40390.84""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""",
Li,1,"=""247.506""","=""247.5061""","=""0.0009""","="" 0.000""","=""40390.9""","=""10*""","=""5.734e-03""","=""5.269e-04""","=""8.589e-03""","=""-2.9772""",AA,"=""0.00""","=""40390.84""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""",
Li,2,"=""""","=""250.6907""","=""0.0009""","=""""","=""39877.78""","=""""","=""3.513e-03""","=""3.312e-04""","=""1.914e-02""","=""-2.6348""",AA,"=""[561242.90]""","=""[601120.68]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""250.694""","=""250.6868""","=""0.0009""","=""0.007""","=""39877.3""","=""*""","=""2.559e-02""","=""3.377e-03""","=""1.394e-01""","=""-1.7725""",AA,"=""[561242.28]""","=""[601120.68]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.694""","=""250.6940""","=""0.0014""","=""0.000""","=""39877.3""","=""*""","=""3.0283e-02""","=""2.8550e-03""","=""1.1785e-01""","=""-1.8454""",AAA,"=""[561242.28]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.694""","=""250.6940""","=""0.0014""","=""0.000""","=""39877.3""","=""*""","=""1.4753e-01""","=""1.9472e-02""","=""8.0378e-01""","=""-1.01161""",AAA,"=""[561242.28]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.694""","=""250.6979""","=""0.0014""","=""-0.004""","=""39877.3""","=""*""","=""1.8126e-02""","=""1.7089e-03""","=""9.8759e-02""","=""-1.92218""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.694""","=""250.6979""","=""0.0014""","=""-0.004""","=""39877.3""","=""*""","=""1.9476e-01""","=""2.3608e-02""","=""1.3643e+00""","=""-0.7818""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.694""","=""250.7012""","=""0.0018""","=""-0.007""","=""39877.3""","=""*""","=""1.6359e-01""","=""2.5706e-02""","=""6.3668e-01""","=""-1.11284""",AAA,"=""[561243.43]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""250.6979""","=""0.0014""","=""""","=""39876.64""","=""""","=""8.6554e-04""","=""5.8288e-05""","=""3.3685e-03""","=""-3.38932""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""250.878""","=""250.8785""","=""0.0009""","="" 0.000""","=""39848.0""","=""*""","=""1.6484e-01""","=""2.1789e-02""","=""9.0007e-01""","=""-0.96279""",AAA,"=""[561272.75]""","=""[601120.68]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""250.878""","=""250.8857""","=""0.0014""","=""-0.008""","=""39848.0""","=""*""","=""2.893e-02""","=""3.825e-03""","=""1.580e-01""","=""-1.7184""",AA,"=""[561272.75]""","=""[601119.54]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""250.8857""","=""0.0014""","=""""","=""39846.79""","=""""","=""1.089e-05""","=""1.028e-06""","=""4.246e-05""","=""-5.2891""",AA,"=""[561272.75]""","=""[601119.54]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""250.57""","=""0.19""","=""""","=""39900""","=""""","=""6.2235e-03""","=""3.5476e-04""","=""1.4700e-02""","=""-2.75110""",AAA,"=""[561272.75]""","=""[601169]""","=""1s.3d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""251.8""","=""""","=""""","=""""","=""39700""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
Li,2,"=""253.949""","=""253.9487""","=""0.0014""","=""0.000""","=""39366.2""","=""""","=""1.7886e-01""","=""2.8838e-02""","=""7.2351e-01""","=""-1.06291""",AAA,"=""[561751.95]""","=""[601118.15]""","=""1s.3p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3501""",
Li,2,"=""255.17""","=""255.170""","=""0.013""","="" 0.00""","=""39178""","=""24""","=""8.4872e-02""","=""2.7633e-03""","=""6.9662e-02""","=""-2.08145""",AAA,"=""[561751.95]""","=""[600929.7]""","=""1s.3p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""255.6474""","=""0.0012""","=""""","=""39104.64""","=""""","=""5.317e-07""","=""2.606e-07""","=""2.596e+01""","=""-6.584""",AA,"=""[558777.01]""","=""[597881.65]""","=""1s.3s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""255.9""","=""255.29""","=""0.03""","=""0.6""","=""39070""","=""""","=""1.2342e-01""","=""3.6386e-02""","=""3.0669e-01""","=""-1.43906""",AAA,"=""[558777.01]""","=""[597936.4]""","=""1s.3s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L1614""",
Li,1,"=""256.231""","=""256.2312""","=""0.0009""","="" 0.000""","=""39015.6""","=""15*""","=""8.799e-03""","=""1.733e-03""","=""2.925e-02""","=""-2.4601""",AA,"=""0.00""","=""39015.56""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""",
Li,1,"=""256.231""","=""256.2312""","=""0.0009""","="" 0.000""","=""39015.6""","=""15*""","=""9.001e-03""","=""8.865e-04""","=""1.496e-02""","=""-2.7513""",AA,"=""0.00""","=""39015.56""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""",
Li,2,"=""""","=""260.505""","=""0.010""","=""""","=""38375.6""","=""""","=""2.3813e-01""","=""4.0402e-02""","=""1.0398e+00""","=""-0.9165""",AAA,"=""[559499.5]""","=""[597875.07]""","=""1s.3p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""260.508""","=""260.507""","=""0.010""","=""0.001""","=""38375.1""","=""*""","=""1.3230e-01""","=""1.3468e-02""","=""3.4663e-01""","=""-1.39356""",AAA,"=""[559499.5]""","=""[597874.68]""","=""1s.3p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""260.508""","=""260.507""","=""0.005""","=""0.001""","=""38375.1""","=""*""","=""3.1753e-01""","=""4.5256e-02""","=""1.9412e+00""","=""-0.64536""",AAA,"=""[559500.55]""","=""[597875.73]""","=""1s.3p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""260.512""","=""0.005""","=""""","=""38374.5""","=""""","=""7.9370e-02""","=""8.0803e-03""","=""3.4660e-01""","=""-1.39360""",AAA,"=""[559500.55]""","=""[597875.07]""","=""1s.3p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""260.514""","=""0.006""","=""""","=""38374.1""","=""""","=""8.8202e-03""","=""5.3878e-04""","=""2.3111e-02""","=""-2.56962""",AAA,"=""[559500.55]""","=""[597874.68]""","=""1s.3p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""260.5205""","=""0.0024""","=""""","=""38373.2""","=""""","=""1.7640e-01""","=""5.3879e-02""","=""4.6224e-01""","=""-1.26858""",AAA,"=""[559501.45]""","=""[597874.68]""","=""1s.3p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""265.729""","=""265.726""","=""0.011""","=""0.003""","=""37621.1""","=""2""","=""5.8049e-02""","=""6.1488e-03""","=""1.6142e-01""","=""-1.73409""",AAA,"=""[559499.5]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""265.730""","=""265.733""","=""0.006""","=""-0.003""","=""37621.0""","=""3""","=""9.6758e-02""","=""6.1494e-03""","=""2.6906e-01""","=""-1.51220""",AAA,"=""[559500.55]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""265.7396""","=""0.0022""","=""""","=""37619.6""","=""""","=""1.9351e-02""","=""6.1496e-03""","=""5.3816e-02""","=""-2.21115""",AAA,"=""[559501.45]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""267.4415""","=""0.0010""","=""""","=""37380.25""","=""""","=""1.9081e-01""","=""3.4121e-02""","=""9.0152e-01""","=""-0.98986""",AAA,"=""[554753.58]""","=""[592133.83]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
