element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cs,3,"=""275.11380""","=""0.00008""","=""275.11388""","=""0.00007""","=""-0.00008""","=""36337.851""","=""12000""","=""1.43e+00""","=""1.62e-01""","=""8.83e+00""","=""-0.011""",,"=""176281.761""","=""212619.602""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""5/2""",6,6,,"=""T8611""","=""L14869""",
Cs,3,"=""275.7409""","=""0.0003""","=""275.74057""","=""0.00018""","=""0.0003""","=""36255.21""","=""19000""","=""1.43e+00""","=""3.26e-01""","=""5.92e+00""","=""-0.185""",,"=""165835.434""","=""202090.692""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",2,4,,"=""T8611""","=""L14869""",
Cs,2,"=""275.7803""","=""0.0002""","=""275.780456""","=""0.000010""","=""-0.00016""","=""36250.04""","=""190""","=""""","=""""","=""""","=""""",,"=""130775.1451""","=""167025.1600""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L12126""",
Cs,2,"=""276.19546""","=""0.00013""","=""276.195394""","=""0.000009""","=""0.00007""","=""36195.549""","=""2900""","=""""","=""""","=""""","=""""",,"=""130775.1451""","=""166970.7032""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L12126""",
Cs,3,"=""276.45806""","=""0.00012""","=""276.45811""","=""0.00007""","=""-0.00005""","=""36161.170""","=""6000""","=""2.24e+00""","=""2.57e-01""","=""9.35e+00""","=""0.012""",,"=""175738.571""","=""211899.734""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,2,"=""276.60962""","=""0.00011""","=""276.609598""","=""0.000009""","=""0.00002""","=""36141.358""","=""5900""","=""""","=""""","=""""","=""""",,"=""129998.9106""","=""166140.2712""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L12126""",
Cs,3,"=""277.44918""","=""0.00011""","=""277.44921""","=""0.00008""","=""-0.00003""","=""36032.000""","=""84000""","=""1.39e+00""","=""1.07e-01""","=""5.87e+00""","=""-0.192""",,"=""150093.899""","=""186125.895""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""3/2""",6,4,,"=""T8611""","=""L14869""",
Cs,2,"=""277.46548""","=""0.00008""","=""277.465448""","=""0.000012""","=""0.00003""","=""36029.883""","=""1100""","=""""","=""""","=""""","=""""",,"=""133162.6932""","=""169192.5805""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L12126""",
Cs,3,"=""277.64427""","=""0.00005""","=""277.64429""","=""0.00004""","=""-0.00002""","=""36006.683""","=""230000""","=""5.26e+00""","=""8.11e-01""","=""4.45e+01""","=""0.687""",,"=""163495.585""","=""199502.265""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).6d""","=""2[4]""","=""7/2""",6,8,,"=""T8611""","=""L14869""",
Cs,2,"=""277.68162""","=""0.00020""","=""277.681386""","=""0.000015""","=""0.00023""","=""36001.84""","=""770""","=""""","=""""","=""""","=""""",,"=""107401.5602""","=""143403.4304""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L12126""",
