element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ti,1,"=""718.8562""","=""0.0006""","=""718.85661""","=""0.00021""","=""-0.0004""","=""13907.154""","=""72""","=""4.5e-03""","=""3.5e-03""","=""4.1e-01""","=""-1.76""",C,"=""11531.761""","=""25438.908""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""2""",5,5,,"=""T3430,T3297""","=""L10989""",
Ti,1,"=""718.9877""","=""0.0006""","=""718.9877""","=""0.0004""","=""0.0000""","=""13904.612""","=""170""","=""""","=""""","=""""","=""""",,"=""20795.603""","=""34700.215""","=""3d3.(2H).4s""","=""a 1H""","=""5""","=""3d3.(2G).4p""","=""z 1H*""","=""5""",11,11,,"=""""","=""L10989""",
Ti,2,"=""719.8657""","=""0.0007""","=""719.86638""","=""0.00021""","=""-0.0007""","=""13887.653""","=""8""","=""""","=""""","=""""","=""""",,"=""68482.5767""","=""82370.216""","=""3d2.(3F).4d""","=""2D""","=""5/2""","=""3d2.(3F).4f""","=""4S*""","=""3/2""",6,4,,"=""""","=""u37""",
Ti,3,"=""720.366""","=""""","=""720.366+""","=""""","="" 0.000""","=""13878.01""","=""4""","=""3.4e-01""","=""2.6e-01""","=""3.1e+01""","=""0.12""",D,"=""168030.15""","=""181908.15""","=""3p6.3d.5d""","=""3D""","=""2""","=""3p6.3d.5f""","=""3D*""","=""2""",5,5,,"=""T1216""","=""L3593""",
Ti,3,"=""720.590""","=""""","=""720.592+""","=""""","=""-0.002""","=""13873.69""","=""1""","=""""","=""""","=""""","=""""",,"=""168152.20""","=""182025.86""","=""3p6.3d.5d""","=""3G""","=""3""","=""3p6.3d.5f""","=""3D*""","=""3""",7,7,,"=""""","=""L3593""",
Ti,1,"=""720.9434""","=""0.0006""","=""720.94359""","=""0.00021""","=""-0.0002""","=""13866.892""","=""1300""","=""5.8e-02""","=""3.5e-02""","=""7.5e+00""","=""-0.50""",C,"=""11776.812""","=""25643.701""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",9,7,,"=""T3430,T3297""","=""L10989""",
Ti,3,"=""721.194""","=""""","=""721.195+""","=""""","=""-0.001""","=""13862.07""","=""2""","=""""","=""""","=""""","=""""",,"=""135541.46""","=""149403.52""","=""3p6.3d.4d""","=""3P""","=""0""","=""3p6.3d.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L3593""",
Ti,1,"=""721.3348""","=""0.0006""","=""721.3349""","=""0.0003""","=""-0.0001""","=""13859.368""","=""41""","=""""","=""""","=""""","=""""",,"=""14028.436""","=""27887.803""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5P*""","=""3""",5,7,,"=""""","=""L10989""",
Ti,2,"=""721.4729""","=""0.0002""","=""721.47286""","=""0.00007""","=""0.00004""","=""13856.716""","=""23""","=""2.3e-03""","=""2.2e-03""","=""4.3e-01""","=""-1.75""",D,"=""20891.7898""","=""34748.5062""","=""3d3""","=""b 2F""","=""7/2""","=""3d2.(3F).4p""","=""z 2G*""","=""9/2""",8,10,,"=""T4502""","=""u37""",
Ti,1,"=""721.6182""","=""0.0006""","=""721.61838""","=""0.00021""","=""-0.0002""","=""13853.925""","=""320""","=""1.8e-02""","=""1.0e-02""","=""1.7e+00""","=""-1.15""",D,"=""11639.8109""","=""25493.733""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""2""",7,5,,"=""T4401n""","=""L10989""",
Ti,2,"=""721.7024""","=""0.0004""","=""721.70230""","=""0.00013""","=""0.0001""","=""13852.309""","=""13""","=""""","=""""","=""""","=""""",,"=""68331.1599""","=""82183.471""","=""3d2.(3F).4d""","=""e 2H""","=""9/2""","=""3d2.(3F).4f""","=""2H*""","=""11/2""",10,12,,"=""""","=""u37""",
Ti,3,"=""721.750""","=""""","=""721.750+""","=""""","="" 0.000""","=""13851.40""","=""10""","=""""","=""""","=""""","=""""",,"=""133898.50""","=""147749.89""","=""3p6.3d.5s""","=""3D""","=""1""","=""3p6.3d.5p""","=""3D*""","=""2""",3,5,,"=""""","=""L3593,L11926""",
Ti,2,"=""722.52747""","=""0.00016""","=""722.52746""","=""0.00016""","=""0.00001""","=""13836.491""","=""31""","=""""","=""""","=""""","=""""",,"=""68482.5767""","=""82319.068""","=""3d2.(3F).4d""","=""2D""","=""5/2""","=""3d2.(3F).4f""","=""2D*""","=""5/2""",6,6,,"=""""","=""u37""",
Ti,3,"=""722.555""","=""""","=""722.554+""","=""""","=""0.001""","=""13835.96""","=""9""","=""""","=""""","=""""","=""""",,"=""134275.12""","=""148111.10""","=""3p6.3d.5s""","=""3D""","=""3""","=""3p6.3d.5p""","=""3F*""","=""3""",7,7,,"=""""","=""L3593,L11926""",
Ti,1,"=""722.7375""","=""0.0006""","=""722.7377""","=""0.0004""","=""-0.0002""","=""13832.470""","=""7""","=""""","=""""","=""""","=""""",,"=""24694.892""","=""38527.359""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d4""","=""1G2""","=""4""",9,9,,"=""""","=""L10989""",
Ti,3,"=""722.840""","=""""","=""722.846+""","=""""","=""-0.006""","=""13830.51""","=""0""","=""3.6e-02""","=""4.0e-02""","=""4.7e+00""","=""-0.70""",D,"=""168030.15""","=""181860.55""","=""3p6.3d.5d""","=""3D""","=""2""","=""3p6.3d.5f""","=""1F*""","=""3""",5,7,,"=""T1216""","=""L3593""",
Ti,1,"=""723.3300""","=""0.0006""","=""723.32998""","=""0.00021""","=""0.0000""","=""13821.140""","=""16""","=""""","=""""","=""""","=""""",,"=""17369.529""","=""31190.669""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""v 3D*""","=""2""",3,5,,"=""""","=""L10989""",
Ti,1,"=""723.3390""","=""0.0006""","=""723.3387""","=""0.0004""","=""0.0003""","=""13820.967""","=""4""","=""""","=""""","=""""","=""""",,"=""18192.570""","=""32013.544""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""6""",13,13,,"=""""","=""L10989""",
